Probe Set ID	Gene Symbol	Gene Title	Gene ID
ENSMUSG00000079428	TCEAL7	transcription elongation factor A like 7	56849
ENSMUSG00000022364	TBC1D31	TBC1 domain family member 31	93594
ENSMUSG00000098373	pRNA	NoRC assoicated RNA, pRNA	na
ENSMUSG00000036634	MAG	myelin associated glycoprotein	4099
ENSMUSG00000094840	MUC3A	mucin 3A, cell surface associated	4584
ENSMUSG00000027667	ZNF639	zinc finger protein 639	51193
ENSMUSG00000031966	GLB1L3	galactosidase beta 1 like 3	112937
ENSMUSG00000009293	UBE2G2	ubiquitin conjugating enzyme E2 G2	7327
ENSMUSG00000032097	DDX6	DEAD-box helicase 6	1656
ENSMUSG00000007850	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1	3187
ENSMUSG00000027908	TCHHL1	trichohyalin like 1	126637
ENSMUSG00000042213	ZFAND4	zinc finger AN1-type containing 4	93550
ENSMUSG00000096485	OR5B3	olfactory receptor family 5 subfamily B member 3	441608
ENSMUSG00000033450	TAGAP	T-cell activation RhoGTPase activating protein	117289
ENSMUSG00000064120	MOCS1	molybdenum cofactor synthesis 1	4337
ENSMUSG00000026435	SLC45A3	solute carrier family 45 member 3	85414
ENSMUSG00000044229	NXPE4	neurexophilin and PC-esterase domain family member 4	54827
ENSMUSG00000093300	RNA5SP388	RNA, 5S ribosomal pseudogene 388	na
ENSMUSG00000087875	RNU6-401P	RNA, U6 small nuclear 401, pseudogene	na
ENSMUSG00000042790	RNF214	ring finger protein 214	257160
ENSMUSG00000050947	AMIGO1	adhesion molecule with Ig like domain 1	57463
ENSMUSG00000029534	ST7	suppression of tumorigenicity 7	7982
ENSMUSG00000038181	CHPF2	chondroitin polymerizing factor 2	54480
ENSMUSG00000022000	ZC3H13	zinc finger CCCH-type containing 13	23091
ENSMUSG00000030357	FKBP4	FK506 binding protein 4	2288
ENSMUSG00000038457	TMEM255B	transmembrane protein 255B	348013
ENSMUSG00000075215	OR5G3	olfactory receptor family 5 subfamily G member 3 (gene/pseudogene)	na
ENSMUSG00000025474	TUBGCP2	tubulin gamma complex associated protein 2	10844
ENSMUSG00000006270	VAX1	ventral anterior homeobox 1	11023
ENSMUSG00000001376	VPS50	VPS50, EARP/GARPII complex subunit	55610
ENSMUSG00000112743	NT5DC3	5'-nucleotidase domain containing 3	51559
ENSMUSG00000052477	SP140	SP140 nuclear body protein	11262
ENSMUSG00000037487	UBR5	ubiquitin protein ligase E3 component n-recognin 5	51366
ENSMUSG00000029306	IBSP	integrin binding sialoprotein	3381
ENSMUSG00000040043	RBMS2	RNA binding motif single stranded interacting protein 2	5939
ENSMUSG00000020950	FOXG1	forkhead box G1	2290
ENSMUSG00000038330	PRAMEF12	PRAME family member 12	390999
ENSMUSG00000013663	PTEN	phosphatase and tensin homolog	5728
ENSMUSG00000044066	CEP68	centrosomal protein 68	23177
ENSMUSG00000040669	PHC1	polyhomeotic homolog 1	1911
ENSMUSG00000056313	C8orf4	chromosome 8 open reading frame 4	56892
ENSMUSG00000000215	INS	insulin	3630
ENSMUSG00000084505	RNU6-1168P	RNA, U6 small nuclear 1168, pseudogene	na
ENSMUSG00000056133	UNC93A	unc-93 homolog A (C. elegans)	54346
ENSMUSG00000015755	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	23118
ENSMUSG00000020368	CANX	calnexin	821
ENSMUSG00000048398	LGALSL	galectin like	29094
ENSMUSG00000047638	NR1H4	nuclear receptor subfamily 1 group H member 4	9971
ENSMUSG00000066571	KIAA0355	KIAA0355	9710
ENSMUSG00000051095	OR6X1	olfactory receptor family 6 subfamily X member 1	390260
ENSMUSG00000022066	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	9583
ENSMUSG00000075149	OR5W2	olfactory receptor family 5 subfamily W member 2	390148
ENSMUSG00000047181	SAMD14	sterile alpha motif domain containing 14	201191
ENSMUSG00000029477	MORN3	MORN repeat containing 3	283385
ENSMUSG00000021285	PPP1R13B	protein phosphatase 1 regulatory subunit 13B	23368
ENSMUSG00000022814	UMPS	uridine monophosphate synthetase	7372
ENSMUSG00000068036	AFDN	afadin, adherens junction formation factor	4301
ENSMUSG00000029413	NAAA	N-acylethanolamine acid amidase	27163
ENSMUSG00000095530	SNORA19	small nucleolar RNA, H/ACA box 19	641451
ENSMUSG00000078137	ANKRD63	ankyrin repeat domain 63	100131244
ENSMUSG00000050088	C6orf120	chromosome 6 open reading frame 120	387263
ENSMUSG00000088227	RNU6-523P	RNA, U6 small nuclear 523, pseudogene	na
ENSMUSG00000075208	OR5AR1	olfactory receptor family 5 subfamily AR member 1 (gene/pseudogene)	219493
ENSMUSG00000024535	SNX24	sorting nexin 24	28966
ENSMUSG00000047227	C14orf28	chromosome 14 open reading frame 28	122525
ENSMUSG00000087303	LIPJ	lipase family member J	142910
ENSMUSG00000024970	C11orf84	chromosome 11 open reading frame 84	144097
ENSMUSG00000084654	RNA5SP509	RNA, 5S ribosomal pseudogene 509	na
ENSMUSG00000084450	SNORA11D	small nucleolar RNA, H/ACA box 11D	100124541
ENSMUSG00000028246	FAXC	failed axon connections homolog	84553
ENSMUSG00000049217	OR6C3	olfactory receptor family 6 subfamily C member 3	254786
ENSMUSG00000098394	RMST_9	Rhabdomyosarcoma 2 associated transcript conserved region 9	na
ENSMUSG00000079164	TLR5	toll like receptor 5	7100
ENSMUSG00000046262	PRAMEF12	PRAME family member 12	390999
ENSMUSG00000037214	THAP1	THAP domain containing 1	55145
ENSMUSG00000027746	UFM1	ubiquitin fold modifier 1	51569
ENSMUSG00000024188	LUC7L	LUC7 like	55692
ENSMUSG00000029504	DDX51	DEAD-box helicase 51	317781
ENSMUSG00000029577	UBE3B	ubiquitin protein ligase E3B	89910
ENSMUSG00000048988	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1	392617
ENSMUSG00000039419	CNTNAP2	contactin associated protein-like 2	26047
ENSMUSG00000024844	BANF1	barrier to autointegration factor 1	8815
ENSMUSG00000032103	PUS3	pseudouridylate synthase 3	83480
ENSMUSG00000031803	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	10331
ENSMUSG00000005204	SENP3-EIF4A1	SENP3-EIF4A1 readthrough (NMD candidate)	na
ENSMUSG00000021376	TPMT	thiopurine S-methyltransferase	7172
ENSMUSG00000029433	DIABLO	diablo IAP-binding mitochondrial protein	56616
ENSMUSG00000030406	GIPR	gastric inhibitory polypeptide receptor	2696
ENSMUSG00000040699	LIMD2	LIM domain containing 2	80774
ENSMUSG00000025607	COPG2	coatomer protein complex subunit gamma 2	26958
ENSMUSG00000074676	FOXS1	forkhead box S1	2307
ENSMUSG00000058655	EIF4B	eukaryotic translation initiation factor 4B	1975
ENSMUSG00000063529	STMND1	stathmin domain containing 1	401236
ENSMUSG00000051727	KCTD14	potassium channel tetramerization domain containing 14	65987
ENSMUSG00000048796	CYB561D1	cytochrome b561 family member D1	284613
ENSMUSG00000038059	SMIM3	small integral membrane protein 3	85027
ENSMUSG00000025350	RDH5	retinol dehydrogenase 5	5959
ENSMUSG00000035759	BBS10	Bardet-Biedl syndrome 10	79738
ENSMUSG00000024843	CHKA	choline kinase alpha	1119
ENSMUSG00000088527	RN7SKP174	RNA, 7SK small nuclear pseudogene 174	na
ENSMUSG00000035298	KLHL35	kelch like family member 35	283212
ENSMUSG00000039253	FN3KRP	fructosamine 3 kinase related protein	79672
ENSMUSG00000031549	IDO2	indoleamine 2,3-dioxygenase 2	169355
ENSMUSG00000003813	RAD23A	RAD23 homolog A, nucleotide excision repair protein	5886
ENSMUSG00000051339	KIAA1671	KIAA1671	85379
ENSMUSG00000037126	PSD	pleckstrin and Sec7 domain containing	5662
ENSMUSG00000024027	GLP1R	glucagon like peptide 1 receptor	2740
ENSMUSG00000047207	OR10Q1	olfactory receptor family 10 subfamily Q member 1	219960
ENSMUSG00000020062	SLC5A8	solute carrier family 5 member 8	160728
ENSMUSG00000005410	MCM5	minichromosome maintenance complex component 5	4174
ENSMUSG00000034912	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	161357
ENSMUSG00000071072	PTGES3	prostaglandin E synthase 3	10728
ENSMUSG00000020794	UBE2G1	ubiquitin conjugating enzyme E2 G1	7326
ENSMUSG00000022312	EIF3H	eukaryotic translation initiation factor 3 subunit H	8667
ENSMUSG00000005087	CD44	CD44 molecule (Indian blood group)	960
ENSMUSG00000073961	OR52R1	olfactory receptor family 52 subfamily R member 1 (gene/pseudogene)	119695
ENSMUSG00000024687	OSBP	oxysterol binding protein	5007
ENSMUSG00000088625	RNU6-380P	RNA, U6 small nuclear 380, pseudogene	na
ENSMUSG00000094314	ALYREF	Aly/REF export factor	10189
ENSMUSG00000028108	ECM1	extracellular matrix protein 1	1893
ENSMUSG00000046793	GPR61	G protein-coupled receptor 61	83873
ENSMUSG00000031101	SASH3	SAM and SH3 domain containing 3	54440
ENSMUSG00000038402	FOXF2	forkhead box F2	2295
ENSMUSG00000001827	FOLR1	folate receptor 1	2348
ENSMUSG00000095183	RNA5S16	RNA, 5S ribosomal 16	100169767
ENSMUSG00000094144	ALYREF	Aly/REF export factor	10189
ENSMUSG00000088758	RNU6-547P	RNA, U6 small nuclear 547, pseudogene	na
ENSMUSG00000026655	FAM107B	family with sequence similarity 107 member B	83641
ENSMUSG00000039257	VSTM2B	V-set and transmembrane domain containing 2B	342865
ENSMUSG00000091228	NME1	NME/NM23 nucleoside diphosphate kinase 1	4830
ENSMUSG00000024691	FAM111A	family with sequence similarity 111 member A	63901
ENSMUSG00000075176	OR8K3	olfactory receptor family 8 subfamily K member 3 (gene/pseudogene)	219473
ENSMUSG00000093974	SNORD116-9	small nucleolar RNA, C/D box 116-9	100033421
ENSMUSG00000053581	ZFAND2A	zinc finger AN1-type containing 2A	90637
ENSMUSG00000035780	UGT2A3	UDP glucuronosyltransferase family 2 member A3	79799
ENSMUSG00000026083	EIF5B	eukaryotic translation initiation factor 5B	9669
ENSMUSG00000070063	SNORA33	small nucleolar RNA, H/ACA box 33	594839
ENSMUSG00000040452	CDH12	cadherin 12	1010
ENSMUSG00000032648	PYGM	glycogen phosphorylase, muscle associated	5837
ENSMUSG00000095076	PRAMEF12	PRAME family member 12	390999
ENSMUSG00000084435	RNU4-62P	RNA, U4 small nuclear 62, pseudogene	na
ENSMUSG00000034022	CPSF1	cleavage and polyadenylation specific factor 1	29894
ENSMUSG00000089049	RN7SKP283	RNA, 7SK small nuclear pseudogene 283	na
ENSMUSG00000048572	TMEM252	transmembrane protein 252	169693
ENSMUSG00000073959	OR52R1	olfactory receptor family 52 subfamily R member 1 (gene/pseudogene)	119695
ENSMUSG00000021635	RAD17	RAD17 checkpoint clamp loader component	5884
ENSMUSG00000060212	PCNX2	pecanex homolog 2 (Drosophila)	80003
ENSMUSG00000049493	PLS1	plastin 1	5357
ENSMUSG00000033249	HSF4	heat shock transcription factor 4	3299
ENSMUSG00000000126	WNT9A	Wnt family member 9A	7483
ENSMUSG00000063646	JAKMIP1	janus kinase and microtubule interacting protein 1	152789
ENSMUSG00000024067	DPY30	dpy-30, histone methyltransferase complex regulatory subunit	84661
ENSMUSG00000020695	MRC2	mannose receptor C type 2	9902
ENSMUSG00000021785	NGLY1	N-glycanase 1	55768
ENSMUSG00000064758	RNU6-8	RNA, U6 small nuclear 8	101954278
ENSMUSG00000045052	PRLHR	prolactin releasing hormone receptor	2834
ENSMUSG00000041378	CLDN5	claudin 5	7122
ENSMUSG00000050953	GJA1	gap junction protein alpha 1	2697
ENSMUSG00000031352	HCCS	holocytochrome c synthase	3052
ENSMUSG00000096248	SNORD116-9	small nucleolar RNA, C/D box 116-9	100033421
ENSMUSG00000044320	C9orf50	chromosome 9 open reading frame 50	375759
ENSMUSG00000034032	RPAP1	RNA polymerase II associated protein 1	26015
ENSMUSG00000090035	POC1B-GALNT4	POC1B-GALNT4 readthrough	100528030
ENSMUSG00000040649	RIMKLB	ribosomal modification protein rimK like family member B	57494
ENSMUSG00000033458	FAN1	FANCD2 and FANCI associated nuclease 1	22909
ENSMUSG00000028766	ALPL	alkaline phosphatase, liver/bone/kidney	249
ENSMUSG00000031311	NONO	non-POU domain containing, octamer-binding	4841
ENSMUSG00000032478	NME6	NME/NM23 nucleoside diphosphate kinase 6	10201
ENSMUSG00000061689	DLGAP4	DLG associated protein 4	22839
ENSMUSG00000096550	PRAMEF12	PRAME family member 12	390999
ENSMUSG00000025473	ADAM8	ADAM metallopeptidase domain 8	101
ENSMUSG00000022367	HAS2	hyaluronan synthase 2	3037
ENSMUSG00000061758	AKR1B10	aldo-keto reductase family 1 member B10	57016
ENSMUSG00000018796	ACSL1	acyl-CoA synthetase long-chain family member 1	2180
ENSMUSG00000032093	CD3E	CD3e molecule	916
ENSMUSG00000050721	PLEKHO2	pleckstrin homology domain containing O2	80301
ENSMUSG00000103421	GOLT1A	golgi transport 1A	127845
ENSMUSG00000046020	POFUT1	protein O-fucosyltransferase 1	23509
ENSMUSG00000043050	TNP2	transition protein 2	7142
ENSMUSG00000065656	RNU6-50P	RNA, U6 small nuclear 50, pseudogene	na
ENSMUSG00000088463	RN7SKP164	RNA, 7SK small nuclear pseudogene 164	na
ENSMUSG00000041058	WWP1	WW domain containing E3 ubiquitin protein ligase 1	11059
ENSMUSG00000073968	TRIM68	tripartite motif containing 68	55128
ENSMUSG00000006005	TPR	translocated promoter region, nuclear basket protein	7175
ENSMUSG00000026085	LYG1	lysozyme g1	129530
ENSMUSG00000024758	RTN3	reticulon 3	10313
ENSMUSG00000046354	DEFB103B	defensin beta 103B	55894
ENSMUSG00000087796	RNU6-576P	RNA, U6 small nuclear 576, pseudogene	na
ENSMUSG00000026950	NEB	nebulin	4703
ENSMUSG00000109100	OR5B3	olfactory receptor family 5 subfamily B member 3	441608
ENSMUSG00000079055	SLC8A3	solute carrier family 8 member A3	6547
ENSMUSG00000015165	AC008982.1		na
ENSMUSG00000018428	AKAP1	A-kinase anchoring protein 1	8165
ENSMUSG00000052554	DEFB106B	defensin beta 106B	503841
ENSMUSG00000005373	MLXIPL	MLX interacting protein like	51085
ENSMUSG00000063884	PTCD3	pentatricopeptide repeat domain 3	55037
ENSMUSG00000039016	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B	26521
ENSMUSG00000022361	ZHX1	zinc fingers and homeoboxes 1	11244
ENSMUSG00000027074	AP000781.2		na
ENSMUSG00000022622	ACR	acrosin	49
ENSMUSG00000037157	IL22RA1	interleukin 22 receptor subunit alpha 1	58985
ENSMUSG00000064495	SNORA5A	small nucleolar RNA, H/ACA box 5A	654319
ENSMUSG00000029592	USP30	ubiquitin specific peptidase 30	84749
ENSMUSG00000044279	CRB3	crumbs 3, cell polarity complex component	92359
ENSMUSG00000015750	APH1A	aph-1 homolog A, gamma-secretase subunit	51107
ENSMUSG00000020386	SAR1B	secretion associated Ras related GTPase 1B	51128
ENSMUSG00000062169	CNIH4	cornichon family AMPA receptor auxiliary protein 4	29097
ENSMUSG00000004530	CORO1C	coronin 1C	23603
ENSMUSG00000029710	EPHB4	EPH receptor B4	2050
ENSMUSG00000042200	CDRT4	CMT1A duplicated region transcript 4	284040
ENSMUSG00000017176	NT5C3B	5'-nucleotidase, cytosolic IIIB	115024
ENSMUSG00000032300	C15orf39	chromosome 15 open reading frame 39	56905
ENSMUSG00000003882	IL7R	interleukin 7 receptor	3575
ENSMUSG00000040124	GORAB	golgin, RAB6 interacting	92344
ENSMUSG00000048096	LMOD1	leiomodin 1	25802
ENSMUSG00000026754	GOLGA1	golgin A1	2800
ENSMUSG00000052353	CEMIP	cell migration inducing hyaluronan binding protein	57214
ENSMUSG00000065248	SNORA32	Small nucleolar RNA SNORA32	na
ENSMUSG00000064511	SNORA32	Small nucleolar RNA SNORA32	na
ENSMUSG00000065328	RNU105C	RNA, U105C small nucleolar	26766
ENSMUSG00000087949	RNU1-31P	RNA, U1 small nuclear 31, pseudogene	na
ENSMUSG00000084472	RNA5SP139	RNA, 5S ribosomal pseudogene 139	na
ENSMUSG00000098628	uc_338	TUC338	na
ENSMUSG00000064841	SNORA80E	small nucleolar RNA, H/ACA box 80E	677823
ENSMUSG00000096219	RNA5SP210	RNA, 5S ribosomal pseudogene 210	na
ENSMUSG00000084515	RNU4-55P	RNA, U4 small nuclear 55, pseudogene	na
ENSMUSG00000089078	RNU6-580P	RNA, U6 small nuclear 580, pseudogene	na
ENSMUSG00000064900	SNORA71	Small nucleolar RNA SNORA71	na
ENSMUSG00000084738	SNORD88A	small nucleolar RNA, C/D box 88A	692202
ENSMUSG00000088075	RNA5SP31	RNA, 5S ribosomal pseudogene 31	na
ENSMUSG00000065692	SNORA36	Small nucleolar RNA SNORA36 family	na
ENSMUSG00000093277	SNORA8	small nucleolar RNA, H/ACA box 8	654320
ENSMUSG00000088798	RNU6ATAC24P	RNA, U6atac small nuclear 24, pseudogene	na
ENSMUSG00000077396	RNU6-1294P	RNA, U6 small nuclear 1294, pseudogene	na
ENSMUSG00000065906	RNU6-21P	RNA, U6 small nuclear 21, pseudogene	na
ENSMUSG00000088929	SNORD5	small nucleolar RNA, C/D box 5	692072
ENSMUSG00000087739	SCARNA21	Small Cajal body specific RNA 21	na
ENSMUSG00000064400	U3	Small nucleolar RNA U3	na
ENSMUSG00000064514	SNORD18C	small nucleolar RNA, C/D box 18C	595100
ENSMUSG00000092898	RNA5SP338	RNA, 5S ribosomal pseudogene 338	na
ENSMUSG00000064721	SNORD25	small nucleolar RNA, C/D box 25	9303
ENSMUSG00000087925	RNU6-789P	RNA, U6 small nuclear 789, pseudogene	na
ENSMUSG00000080461	SNORA11C	small nucleolar RNA, H/ACA box 11C	100124540
ENSMUSG00000098435	HOXA11-AS1_2	HOXA11 antisense RNA 1 conserved region 2	na
ENSMUSG00000077668	RNU6-147P	RNA, U6 small nuclear 147, pseudogene	na
ENSMUSG00000084717	RNU6-147P	RNA, U6 small nuclear 147, pseudogene	na
ENSMUSG00000065208	SNORA4	small nucleolar RNA, H/ACA box 4	619568
ENSMUSG00000077517	SNORA32	Small nucleolar RNA SNORA32	na
ENSMUSG00000084579	U2	U2 spliceosomal RNA	na
ENSMUSG00000099232	ZNRD1-AS1_2	ZNRD1 antisense RNA 1 conserved region 2	na
ENSMUSG00000064775	RNU6-1111P	RNA, U6 small nuclear 1111, pseudogene	na
ENSMUSG00000065758	RNA5SP394	RNA, 5S ribosomal pseudogene 394	na
ENSMUSG00000065733	RNU6-307P	RNA, U6 small nuclear 307, pseudogene	na
ENSMUSG00000088629	RN7SKP298	RNA, 7SK small nuclear pseudogene 298	na
ENSMUSG00000065206	RNU6-824P	RNA, U6 small nuclear 824, pseudogene	na
ENSMUSG00000065164	RNU6-36P	RNA, U6 small nuclear 36, pseudogene	na
ENSMUSG00000095980	RNU1-94P	RNA, U1 small nuclear 94, pseudogene	na
ENSMUSG00000088454	RNU6-1134P	RNA, U6 small nuclear 1134, pseudogene	na
ENSMUSG00000089287	SNORA38	Small nucleolar RNA SNORA38	na
ENSMUSG00000089003	RNU6-503P	RNA, U6 small nuclear 503, pseudogene	na
ENSMUSG00000064880	SNORA63	Small nucleolar RNA SNORA63	na
ENSMUSG00000095985	RNA5SP66	RNA, 5S ribosomal pseudogene 66	na
ENSMUSG00000065795	RNU1-150P	RNA, U1 small nuclear 150, pseudogene	na
ENSMUSG00000088044	RNU6-1156P	RNA, U6 small nuclear 1156, pseudogene	na
ENSMUSG00000064930	SNORA41	small nucleolar RNA, H/ACA box 41	619569
ENSMUSG00000065362	SNORA71	Small nucleolar RNA SNORA71	na
ENSMUSG00000077527	SNORD41	small nucleolar RNA, C/D box 41	26810
ENSMUSG00000098688	uc_338	TUC338	na
ENSMUSG00000089084	7SK	7SK RNA	na
ENSMUSG00000087938	RNU6-710P	RNA, U6 small nuclear 710, pseudogene	na
ENSMUSG00000080542	RNU4ATAC	RNA, U4atac small nuclear (U12-dependent splicing)	100151683
ENSMUSG00000089227	RN7SKP242	RNA, 7SK small nuclear pseudogene 242	na
ENSMUSG00000088680	RNA5SP486	RNA, 5S ribosomal pseudogene 486	na
ENSMUSG00000098328	SMAD5-AS1_4	SMAD5 antisense RNA 1 conserved region 4	na
ENSMUSG00000064437	SNORD49B	small nucleolar RNA, C/D box 49B	na
ENSMUSG00000084607	RNU6-531P	RNA, U6 small nuclear 531, pseudogene	na
ENSMUSG00000089000	RNU6-646P	RNA, U6 small nuclear 646, pseudogene	na
ENSMUSG00000064525	SNORA65	small nucleolar RNA, H/ACA box 65	26783
ENSMUSG00000065312	RNU6-570P	RNA, U6 small nuclear 570, pseudogene	na
ENSMUSG00000098604	SNORA62	Small nucleolar RNA SNORA62/SNORA6 family	na
ENSMUSG00000077199	SNORA17A	small nucleolar RNA, H/ACA box 17A	677804
ENSMUSG00000064854	RNU6-1281P	RNA, U6 small nuclear 1281, pseudogene	na
ENSMUSG00000088482	RNU6-889P	RNA, U6 small nuclear 889, pseudogene	na
ENSMUSG00000065878	SNORD34	small nucleolar RNA, C/D box 34	26817
ENSMUSG00000084639	RN7SKP290	RNA, 7SK small nuclear pseudogene 290	na
ENSMUSG00000093852	RNA5SP202	RNA, 5S ribosomal pseudogene 202	na
ENSMUSG00000077571	SNORA36B	small nucleolar RNA, H/ACA box 36B	677818
ENSMUSG00000077506	snoU2-30	Small nucleolar RNA U2-30	na
ENSMUSG00000089273	RN7SKP277	RNA, 7SK small nuclear pseudogene 277	na
ENSMUSG00000065331	RNU6-268P	RNA, U6 small nuclear 268, pseudogene	na
ENSMUSG00000084519	SNORA67	Small nucleolar RNA SNORA67	na
ENSMUSG00000065088	SNORA67	Small nucleolar RNA SNORA67	na
ENSMUSG00000088943	RN7SKP105	RNA, 7SK small nuclear pseudogene 105	na
ENSMUSG00000088602	RNU6ATAC39P	RNA, U6atac small nuclear 39, pseudogene	na
ENSMUSG00000064776	U3	Small nucleolar RNA U3	na
ENSMUSG00000089009	RNU6-1177P	RNA, U6 small nuclear 1177, pseudogene	na
ENSMUSG00000065236	RNA5SP273	RNA, 5S ribosomal pseudogene 273	na
ENSMUSG00000065233	RNA5SP396	RNA, 5S ribosomal pseudogene 396	na
ENSMUSG00000077575	SNORA3	Small nucleolar RNA SNORA3/SNORA45 family	na
ENSMUSG00000064500	SNORD95	small nucleolar RNA, C/D box 95	619570
ENSMUSG00000080358	RNU6ATAC32P	RNA, U6atac small nuclear 32, pseudogene	na
ENSMUSG00000095112	U6	U6 spliceosomal RNA	na
ENSMUSG00000064755	RNU6-336P	RNA, U6 small nuclear 336, pseudogene	na
ENSMUSG00000088760	RNU6-478P	RNA, U6 small nuclear 478, pseudogene	na
ENSMUSG00000065272	SNORD57	small nucleolar RNA, C/D box 57	26792
ENSMUSG00000077603	SNORA3	Small nucleolar RNA SNORA3/SNORA45 family	na
ENSMUSG00000089014	SNORA36	Small nucleolar RNA SNORA36 family	na
ENSMUSG00000098956	uc_338	TUC338	na
ENSMUSG00000089423	RNU6ATAC39P	RNA, U6atac small nuclear 39, pseudogene	na
ENSMUSG00000084742	RNA5SP356	RNA, 5S ribosomal pseudogene 356	na
ENSMUSG00000089226	RNA5SP98	RNA, 5S ribosomal pseudogene 98	na
ENSMUSG00000098963	DLX6-AS1_1	Embryonic ventral forebrain RNA 1 conserved region 1	na
ENSMUSG00000094639	RNU6-466P	RNA, U6 small nuclear 466, pseudogene	na
ENSMUSG00000087792	RNU6-378P	RNA, U6 small nuclear 378, pseudogene	na
ENSMUSG00000064763	RNU6-1122P	RNA, U6 small nuclear 1122, pseudogene	na
ENSMUSG00000065769	RNU6-1158P	RNA, U6 small nuclear 1158, pseudogene	na
ENSMUSG00000088337	RNU6-979P	RNA, U6 small nuclear 979, pseudogene	na
ENSMUSG00000096021	RNU6-386P	RNA, U6 small nuclear 386, pseudogene	na
ENSMUSG00000098697	Pinc	Pregnancy induced noncoding RNA	na
ENSMUSG00000084673	RNA5SP484	RNA, 5S ribosomal pseudogene 484	na
ENSMUSG00000064959	RNA5SP273	RNA, 5S ribosomal pseudogene 273	na
ENSMUSG00000088281	RNU6-864P	RNA, U6 small nuclear 864, pseudogene	na
ENSMUSG00000084719	RN7SKP68	RNA, 7SK small nuclear pseudogene 68	na
ENSMUSG00000065176	RNU12	RNA, U12 small nuclear	267010
ENSMUSG00000064671	SNORA65	small nucleolar RNA, H/ACA box 65	26783
ENSMUSG00000064693	RNU6-686P	RNA, U6 small nuclear 686, pseudogene	na
ENSMUSG00000093928	RNA5SP66	RNA, 5S ribosomal pseudogene 66	na
ENSMUSG00000065223	RNU6-1338P	RNA, U6 small nuclear 1338, pseudogene	na
ENSMUSG00000064427	SNORA80B	small nucleolar RNA, H/ACA box 80B	100302743
ENSMUSG00000084690	SNORA16B	small nucleolar RNA, H/ACA box 16B	692157
ENSMUSG00000065200	SNORA65	small nucleolar RNA, H/ACA box 65	26783
ENSMUSG00000084487	SNORD114-14	small nucleolar RNA, C/D box 114-14	767592
ENSMUSG00000065817	SNORA3A	small nucleolar RNA, H/ACA box 3A	619562
ENSMUSG00000065384	RNU6-126P	RNA, U6 small nuclear 126, pseudogene	na
ENSMUSG00000084582	RN7SKP238	RNA, 7SK small nuclear pseudogene 238	na
ENSMUSG00000089207	RNA5SP63	RNA, 5S ribosomal pseudogene 63	na
ENSMUSG00000088334	HAR1A	Highly accelerated region 1A/1B	na
ENSMUSG00000098502	SMCR2_1	Smith-Magenis syndrome chromosome region, candidate 2 conserved region 1	na
ENSMUSG00000098503	TUG1_2	Taurine upregulated gene 1 conserved region 2	na
ENSMUSG00000093289	SNORD92	small nucleolar RNA, C/D box 92	692209
ENSMUSG00000093009	SNORD52	small nucleolar RNA, C/D box 52	26797
ENSMUSG00000088169	SNORD124	small nucleolar RNA, C/D box 124	101340251
ENSMUSG00000088634	SNORD125	small nucleolar RNA, C/D box 125	100113380
ENSMUSG00000095243	RNU6-767P	RNA, U6 small nuclear 767, pseudogene	na
ENSMUSG00000065913	RNU6-492P	RNA, U6 small nuclear 492, pseudogene	na
ENSMUSG00000064642	SNORA32	Small nucleolar RNA SNORA32	na
ENSMUSG00000065715	SNORD7	small nucleolar RNA, C/D box 7	692076
ENSMUSG00000089603	RNU6-289P	RNA, U6 small nuclear 289, pseudogene	na
ENSMUSG00000095033	RNU6-466P	RNA, U6 small nuclear 466, pseudogene	na
ENSMUSG00000064422	RNU6-702P	RNA, U6 small nuclear 702, pseudogene	na
ENSMUSG00000080499	RNU6ATAC19P	RNA, U6atac small nuclear 19, pseudogene	na
ENSMUSG00000098486	RNU6-150P	RNA, U6 small nuclear 150, pseudogene	na
ENSMUSG00000087921	RN7SKP11	RNA, 7SK small nuclear pseudogene 11	na
ENSMUSG00000088761	U6	U6 spliceosomal RNA	na
ENSMUSG00000065042	RNU5A-7P	RNA, U5A small nuclear 7, pseudogene	na
ENSMUSG00000088233	SNORA63	Small nucleolar RNA SNORA63	na
ENSMUSG00000065124	SNORA65	small nucleolar RNA, H/ACA box 65	26783
ENSMUSG00000096766	RNU5A-7P	RNA, U5A small nuclear 7, pseudogene	na
ENSMUSG00000092713	SNORD53B	small nucleolar RNA, C/D box 53B	109617012
ENSMUSG00000064843	RNU6-611P	RNA, U6 small nuclear 611, pseudogene	na
ENSMUSG00000106272	SCARNA4	small Cajal body-specific RNA 4	na
ENSMUSG00000088367	RN7SKP248	RNA, 7SK small nuclear pseudogene 248	na
ENSMUSG00000065939	SNORA2B	small nucleolar RNA, H/ACA box 2B	677794
ENSMUSG00000088517	RNU6-466P	RNA, U6 small nuclear 466, pseudogene	na
ENSMUSG00000096704	RNU6-277P	RNA, U6 small nuclear 277, pseudogene	na
ENSMUSG00000087843	RNU6-1211P	RNA, U6 small nuclear 1211, pseudogene	na
